plan_id,metric_name,actual_value,threshold,status,gap,calculation_basis,evidence_file
方案A,账户勾稽,0.0000000000,1.0000000000,通过,0,复算NAV与reported差额,五个原始附件
方案A,当日订单结构及可卖性,0.0000000000,0.0000000000,通过,0,T+1/整手/ADV/代码检查,五个原始附件
方案A,报价与交易状态,0.0000000000,0.0000000000,通过,0,时效/连续竞价/涨跌停检查,五个原始附件
方案A,股票仓位,0.7914523112,0.8200000000,通过,0,交易后市值/交易后NAV,五个原始附件
方案A,最大单票权重,0.1983507023,0.2000000000,通过,0,交易后最大单票,五个原始附件
方案A,前3大权重,0.5120166214,0.5000000000,不通过,0.0120166214185915,交易后前三大,五个原始附件
方案A,historical_CVaR95,0.0217738029,0.0220000000,通过,0,共同250日历史模拟,五个原始附件
方案A,净现金权重,0.2085476888,0.1800000000,通过,0,交易后净现金/NAV,五个原始附件
方案A,cap滑点现金权重,0.2081540836,0.1800000000,敏感性,,全部订单50bps,五个原始附件
方案A,200日historical_CVaR95,0.0215794172,0.0220000000,敏感性,,最近200共同有效日,五个原始附件
方案B,账户勾稽,0.0000000000,1.0000000000,通过,0,复算NAV与reported差额,五个原始附件
方案B,当日订单结构及可卖性,0.0000000000,0.0000000000,通过,0,T+1/整手/ADV/代码检查,五个原始附件
方案B,报价与交易状态,0.0000000000,0.0000000000,通过,0,时效/连续竞价/涨跌停检查,五个原始附件
方案B,股票仓位,0.8004884323,0.8200000000,通过,0,交易后市值/交易后NAV,五个原始附件
方案B,最大单票权重,0.1836548775,0.2000000000,通过,0,交易后最大单票,五个原始附件
方案B,前3大权重,0.4582180692,0.5000000000,通过,0,交易后前三大,五个原始附件
方案B,historical_CVaR95,0.0205762126,0.0220000000,通过,0,共同250日历史模拟,五个原始附件
方案B,净现金权重,0.1995115677,0.1800000000,通过,0,交易后净现金/NAV,五个原始附件
方案B,cap滑点现金权重,0.1991409798,0.1800000000,敏感性,,全部订单50bps,五个原始附件
方案B,200日historical_CVaR95,0.0206069253,0.0220000000,敏感性,,最近200共同有效日,五个原始附件
方案C,账户勾稽,0.0000000000,1.0000000000,通过,0,复算NAV与reported差额,五个原始附件
方案C,当日订单结构及可卖性,0.0000000000,0.0000000000,通过,0,T+1/整手/ADV/代码检查,五个原始附件
方案C,报价与交易状态,1.0000000000,0.0000000000,无法评估,1,时效/连续竞价/涨跌停检查,五个原始附件
方案C,股票仓位,0.7676136023,0.8200000000,通过,0,交易后市值/交易后NAV,五个原始附件
方案C,最大单票权重,0.1759276743,0.2000000000,通过,0,交易后最大单票,五个原始附件
方案C,前3大权重,0.4309205836,0.5000000000,通过,0,交易后前三大,五个原始附件
方案C,historical_CVaR95,0.0192247226,0.0220000000,通过,0,共同250日历史模拟,五个原始附件
方案C,净现金权重,0.2323863977,0.1800000000,通过,0,交易后净现金/NAV,五个原始附件
方案C,cap滑点现金权重,0.2319209656,0.1800000000,敏感性,,全部订单50bps,五个原始附件
方案C,200日historical_CVaR95,0.0191567716,0.0220000000,敏感性,,最近200共同有效日,五个原始附件
